v
7.851386
8.76004
9.6548
10.535667
11.397083
12.244604
13.078232
13.895187
14.689913
15.465187
16.22379
16.96016
17.674301
18.36899
19.035892
19.683342
20.303005
20.897661
21.461748
21.995272
22.495447
22.962278
23.390207
23.782013
24.132137
24.4378
24.704561
24.924084
25.099144
25.229746
25.313108
25.349234
25.338118
25.279764
25.174171
25.015781
24.810154
24.554508
24.246065
23.887606
23.479128
23.015076
22.498226
21.93136
21.308918
20.639236
19.91398
19.138706
18.318974
17.44922
16.537788
15.584673
14.587099
13.5534
12.478021
11.369295
10.224447
9.049031
7.845829
6.617617
5.3671756
4.1028404
2.8190534
1.5324879
0.23202848
-1.0656519
-2.3661113
-3.6665707
-4.9559145
-6.2397013
-7.512373
-8.768373
-10.00492
-11.222017
-12.411325
-13.570068
-14.701023
-15.795855
-16.851784
-17.868809
-18.841375
-19.7667
-20.642012
-21.47286
-22.250912
-22.976168
-23.64585
-24.262733
-24.821264
-25.329777
-25.777159
-26.166183
-26.502415
-26.780289
-27.005371
-27.172096
-27.280468
-27.338821
-27.341599
-27.288803
-27.183208
-27.024822
-26.819191
-26.563547
-26.255104
-25.896645
-25.490946
-25.038008
-24.53783
-23.990416
-23.39854
-22.764982
-22.089745
-21.378382
-20.633675
-19.852842
-19.044224
-18.210596
-17.34918
-16.465536
-15.55966
-14.634333
-13.692333
-12.73922
-11.77499
-10.796867
-9.813186
-8.821169
-7.829152
-6.8287983
-5.8312244
-4.8308706
-3.8305178
-2.830164
-1.8325896
-0.8350148
0.15978098
1.1490192
2.1354787
3.1108232
4.083389
5.042061
5.989618
6.9260597
7.8069263
8.601651
9.3769245
10.132748
10.860783
11.563808
12.247383
12.914286
13.572851
14.22586
14.873311
15.5235405
16.176548
16.826778
17.479786
18.12724
18.77191
19.408245
20.033466
20.642015
21.231113
21.79798
22.337059
22.840014
23.304066
23.72366
24.090456
24.404455
24.665659
24.879623
25.046349
25.171392
25.265871
25.329782
25.363127
25.360348
25.313108
25.204739
25.026897
24.77403
24.446136
24.048775
23.590279
23.084545
22.53157
21.920244
21.250563
20.514193
19.702793
18.821928
17.87437
16.860123
15.787522
14.662126
13.48671
12.266834
11.008057
9.707598
8.373793
7.003865
5.5950336
4.155637
2.6828942
1.185143
-0.3209443
-1.8270321
-3.3275623
-4.8058615
-6.2702684
-7.7152224
-9.13239
-10.524549
-11.886141
-13.211609
-14.495396
-15.74028
-16.940704
-18.096668
-19.208172
-20.269657
-21.286682
-22.250912
-23.165125
-24.018204
-24.804592
-25.52429
-26.168962
-26.73583
-27.224892
-27.630589
-27.955704
-28.200237
-28.37252
-28.48367
-28.542023
-28.561474
-28.539246
-28.480892
-28.378075
-28.2308
-28.039066
-27.80843
-27.53889
-27.236008
-26.88866
-26.499636
-26.06059
-25.577087
-25.046345
-24.473919
-23.854256
-23.184576
-22.464876
-21.686825
-20.853197
-19.963993
-19.03033
-18.066101
-17.08242
-16.087624
-15.092829
-14.095255
-13.100458
-12.102884
-11.099752
-10.091062
-9.076815
-8.059789
-7.0372057
-6.0146217
-4.9920387
-3.9777918
-2.971881
-1.9770851
-1.0017405
-0.048625946
0.8822584
1.7909124
2.6884518
3.5720973
4.444628
5.303264
6.1507854
6.989971
7.7513514
8.40436
9.05181
9.688147
10.318924
10.941366
11.561029
12.158463
12.730887
13.28386
13.850727
14.445382
15.07616
15.729169
16.39885
17.071308
17.746548
18.407892
19.055344
19.672228
20.252989
20.800404
21.32559
21.845219
22.373182
22.909483
23.445784
23.96541
24.446136
24.88518
25.279764
25.618773
25.89387
26.088383
26.213427
26.266224
26.238436
26.121729
25.910543
25.629889
25.299215
24.937977
24.532278
24.051552
23.498579
22.890032
22.239801
21.52566
20.74483
19.89175
18.969202
17.963291
16.879574
15.70416
14.445382
13.111578
11.708303
10.246677
8.746147
7.2122717
5.6478305
4.0417075
2.3994608
0.7322054
-0.9489441
-2.6412086
-4.3390303
-6.047967
-7.7652407
-9.476956
-11.16922
-12.830919
-14.4620495
-16.0515
-17.57426
-19.019215
-20.366913
-21.614576
-22.737196
-23.745884
-24.657318
-25.504839
-26.313457
-27.09151
-27.833439
-28.514236
-29.111668
-29.592396
-29.948074
-30.181492
-30.306534
-30.350994
-30.31765
-30.220394
-30.064785
-29.864712
-29.631298
-29.372871
-29.094997
-28.794891
-28.464218
-28.105759
-27.716732
-27.29992
-26.85254
-26.369034
-25.849405
-25.288095
-24.693441
-24.071
-23.429106
-22.759426
