u
-15.995396
-15.63184
-15.227478
-14.797146
-14.333424
-13.836319
-13.309532
-12.745651
-12.159508
-11.53627
-10.8796425
-10.200756
-9.488483
-8.753952
-7.9823227
-7.184723
-6.353737
-5.504204
-4.6212807
-3.7160988
-2.7775307
-1.8241234
-0.83732986
0.16801453
1.1956177
2.2454796
3.3138905
4.393429
5.491518
6.6007347
7.7247906
8.859976
9.995163
11.134058
12.272953
13.408138
14.547035
15.674801
16.798857
17.904366
19.002453
20.085701
21.157822
22.207684
23.235287
24.244339
25.212585
26.158575
27.063755
27.931839
28.755405
29.538164
30.276405
30.973839
31.615627
32.20919
32.747105
33.23308
33.66712
34.038097
34.353428
34.60569
34.79118
34.92102
34.99151
34.995216
34.94328
34.817146
34.63908
34.397945
34.093746
33.7339
33.307278
32.82872
32.287094
31.689823
31.040615
30.332052
29.578972
28.766533
27.91329
27.011818
26.07696
25.105003
24.09224
23.042377
21.970259
20.86475
19.744404
18.59438
17.433226
16.253523
15.058981
13.857019
12.643929
11.430838
10.214039
9.004658
7.787857
6.5858955
5.387644
4.2005215
3.0282383
1.8707943
0.72818756
-0.3958664
-1.4976654
-2.573494
-3.6270676
-4.6435394
-5.6340446
-6.5911636
-7.5186005
-8.408943
-9.265896
-10.082043
-10.868511
-11.614174
-12.322739
-12.990494
-13.617443
-14.199875
-14.741497
-15.231186
-15.668938
-16.058464
-16.40718
-16.707668
-16.963642
-17.17881
-17.349457
-17.486721
-17.583172
-17.649948
-17.675919
-17.668499
-17.623981
-17.549786
-17.434784
-17.286392
-17.097195
-16.878319
-16.618637
-16.325565
-8.727982
-8.319908
-7.889576
-7.41473
-6.91391
-6.3982544
-5.864048
-5.3150063
-4.758541
-4.179821
-3.586258
-2.9778595
-2.354618
-1.70541
-1.0450745
-0.35134888
0.36463165
1.1140022
1.9004726
2.724039
3.5847015
4.478754
5.398773
6.3558903
7.3463955
8.373999
9.43128
10.514528
11.616327
12.744093
13.879278
15.040432
16.197876
17.36274
18.542442
19.751823
20.990883
22.25962
23.546906
24.819351
26.05841
27.249243
28.39185
29.504776
30.610283
31.708372
32.81017
33.915676
34.998924
36.048786
37.050423
38.00012
38.879333
39.68806
40.43001
41.105186
41.717297
42.27005
42.76716
43.20862
43.587013
43.898636
44.139767
44.302998
44.377193
44.366062
44.2659
44.076702
43.80218
43.442333
43.012
42.492638
41.891655
41.22019
40.478237
39.658382
38.78288
37.85173
36.868645
35.83733
34.765213
33.648575
32.48742
31.28917
30.05753
28.80363
27.534895
26.255028
24.952904
23.647068
22.337524
21.020561
19.714725
18.416311
17.136446
15.871418
14.61381
13.367332
12.146822
10.933731
9.742899
8.581745
7.44285
6.3150826
5.2095757
4.1263256
3.0653362
2.0340233
1.0212593
0.03075409
-0.93378067
-1.8723526
-2.7664032
-3.6085167
-4.413536
-5.1629066
-5.8714676
-6.535515
-7.143917
-7.7003784
-8.204906
-8.668625
-9.091537
-9.469933
-9.81123
-10.108013
-10.356567
-10.568024
-10.73867
-10.8796425
-10.994644
-11.06884
-11.105938
-11.109646
-11.06884
-10.983513
-10.853672
-10.694153
-10.501247
-10.27866
-10.022686
-9.744457
-9.432835
-9.095249
-1.7907372
-1.3270149
-0.8781357
-0.45522308
-0.017471313
0.4499588
0.9693222
1.5109482
2.0303135
2.4940338
2.9577522
3.451151
3.9964848
4.5603676
5.13167
5.7178116
6.3373413
7.0050983
7.7099514
8.440775
9.193855
9.976614
10.80018
11.671972
12.62538
13.6566925
14.780748
15.979
17.255157
18.57954
19.918762
21.246857
22.5564
23.847397
25.108713
26.366322
27.657316
28.97799
30.291245
31.526594
32.65065
33.71164
34.802307
35.98201
37.183975
38.367386
39.52854
40.693405
41.82488
42.893288
43.913475
44.89285
45.83513
46.740307
47.6121
48.43567
49.19246
49.87876
50.464905
50.962013
51.377502
51.72251
52.004456
52.17881
52.253006
52.223328
52.089775
51.87832
51.57041
51.177177
50.672653
50.04941
49.31117
48.465347
47.523067
46.473206
45.32689
44.09896
42.796837
41.453903
40.088715
38.723522
37.347202
35.956043
34.542625
33.09953
31.630466
30.135435
28.644112
27.171339
25.731953
24.311115
22.897697
21.47686
20.056023
18.650026
17.299675
16.019808
14.795588
13.608465
12.436182
11.289867
10.180651
9.086271
8.014153
6.9457417
5.9032993
4.9239235
4.029873
3.2100163
2.4346771
1.677887
0.93964386
0.22737122
-0.4515152
-1.0747528
-1.6386375
-2.120903
-2.536396
-2.9110832
-3.2783508
-3.6419067
-3.9757843
-4.2614365
-4.469181
-4.6212807
-4.7140236
-4.7733803
-4.832737
-4.903221
-4.977417
-5.047905
-5.088711
-5.0998383
-5.084999
-5.0367737
-4.9514503
-4.791931
-4.5322456
-4.164982
-3.7198105
-3.2375412
-2.7478523
-2.2618752
4.137455
4.423107
4.7384357
5.094574
5.5174847
6.0220127
6.545088
7.031067
7.5986595
8.314642
9.052883
9.676123
10.210329
10.792761
11.453096
12.042948
12.577154
13.148457
13.7642765
14.402353
15.07011
15.774963
16.565142
17.503712
18.57954
19.711018
20.909267
22.222523
23.598843
24.934355
26.188253
27.382793
28.510561
29.556713
30.52125
31.500626
32.624683
33.88229
35.14361
36.34557
37.54753
38.77175
39.98855
41.18309
42.388763
43.620403
44.85575
46.07997
47.255966
48.38744
49.44472
50.438934
51.396053
52.297523
53.12109
53.8482
54.4937
55.090973
55.643723
56.137123
56.548904
56.871655
57.1165
57.28344
57.339085
57.246338
57.027466
56.67875
56.21132
55.632595
54.94629
54.156113
53.28061
52.323494
51.30702
50.260868
49.14423
47.908882
46.53627
45.056076
43.48314
41.761814
39.866127
37.88883
35.99685
34.312622
32.82501
31.43385
30.05753
28.67379
27.29005
25.906311
24.54112
23.17593
